name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,trans_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese,magnesium,potassium,calcium,copper,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Ovo de galinha clara cozida (10 minutos),,,13.4,0,0.1,59,,,,,,,,,,,,,1e-08,8e-05,1e-08,,1e-08,,,,,,,,1e-08,0.011,0.146,0.006,3e-05,1e-08,0.181,0.0001,0.015,,,,
Ovo de galinha gema cozida (10 minutos),,,15.9,1.6,30.8,353,9.2,0.08,12.1,4,0.15,3.69,,,,1.272,,0.000148,0.00018,0.00022,1e-08,,1e-08,,,,,,,,6e-05,0.009,0.087,0.114,1e-08,0.0029,0.045,0.0029,0.386,,,,
Ovo de galinha inteiro cozido (10 minutos),,,13.3,0.6,9.5,146,2.9,0.02,3.8,1.1,0.04,1.06,,,,0.397,,3.2e-05,8e-05,0.0003,1e-08,,1e-08,,,,,,,,2e-05,0.011,0.139,0.049,4e-05,0.0012,0.146,0.0015,0.184,,,,
Ovo de galinha inteiro cru,,,13,1.6,8.9,143,2.6,,3.6,1.2,0.11,1.02,,,,0.356,,7.9e-05,7e-05,0.00058,0.00075,,1e-08,,,,,,,,1e-08,0.013,0.15,0.042,6e-05,0.0011,0.168,0.0016,0.164,,,,
Ovo de galinha inteiro frito,,,15.6,1.2,18.6,240,4.1,0.02,5.7,4.9,0.36,4.51,,,,0.516,,9.4e-05,6e-05,0.00032,1e-08,,1e-08,,,,1e-08,,,,3e-05,0.016,0.184,0.073,4e-05,0.0015,0.166,0.0021,0.422,,,,
Achocolatado pó,,,4.2,91.2,2.2,401,1.1,0.01,0.6,0.3,0.03,0.29,,,3.9,1e-08,,0.000796,0.00138,0.00102,0.00499,,0.00152,,,,1e-08,,,,0.00055,0.077,0.496,0.044,0.00056,0.001,0.065,0.0054,0.2,,,,
Açúcar cristal,,,0.3,99.6,1e-05,387,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.003,0.008,1e-08,1e-08,1e-08,0.0002,1e-08,,,,
Açúcar mascavo,,,0.8,94.5,0.1,369,,,,,,,,,,,,,1e-08,3e-05,1e-08,,1e-08,,,,1e-08,,,,0.00203,0.08,0.522,0.127,0.00017,0.0005,0.025,0.0083,0.038,,,,
Açúcar refinado,,,0.3,99.5,1e-05,387,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.006,0.004,1e-08,1e-08,0.012,0.0001,1e-08,,,,
Chocolate ao leite,,,7.2,59.6,30.3,540,17.5,0.27,10,0.9,0.03,0.91,,,2.2,0.017,,1e-11,5e-05,0.00022,0.00063,,0.00059,,,,1e-08,,,,0.0003,0.057,0.355,0.191,0.00031,0.0011,0.077,0.0016,0.212,,,,
Chocolate ao leite com castanha do Pará,,,7.4,55.4,34.2,559,14.1,0.2,9.3,3.2,0.07,3.09,,,2.5,0.016,,3.6e-05,4e-05,0.00024,0.00137,,1e-08,,,,0.0014,,,,0.00036,0.08,0.431,0.171,0.00045,0.0013,0.064,0.0015,0.303,,,,
Chocolate ao leite dietético,,,6.9,56.3,33.8,557,19.2,0.18,11.4,1.5,0.1,1.41,,,2.8,0.013,,7e-06,0.00031,0.00025,0.00079,,1e-08,,,,0.002,,,,0.00041,0.067,0.458,0.188,0.00043,0.0011,0.085,0.0033,0.276,,,,
Chocolate meio amargo,,,4.9,62.4,29.9,475,13.1,0.14,8.1,1,0.06,0.94,,,4.9,0.002,,1e-11,0.0002,4e-05,0.00106,,1e-08,,,,0.0021,,,,0.00083,0.107,0.432,0.045,0.00077,0.0015,0.009,0.0036,0.22,,,,
Cocada branca,,,1.1,81.4,13.6,449,8.4,,0.4,0.1,,0.07,,,3.6,,,,1e-08,1e-08,0.00047,,0.00016,,,,1e-08,,,,0.00036,0.017,0.183,0.007,0.0002,0.0004,0.029,0.0012,0.396,,,,
Doce de abóbora cremoso,,,0.9,54.6,0.2,199,1e-05,,1e-05,1e-05,0.01,0.01,,,2.3,,,,8e-05,1e-08,1e-08,,4e-05,,,,0.0001,,,,1e-05,0.006,0.137,0.013,1e-08,1e-08,1e-08,0.0009,0.014,,,,
Doce de leite cremoso,,,5.5,59.5,6,306,1.3,,3.9,2,0.01,1.94,,,,0.02,,3.6e-05,5e-05,0.00026,1e-08,,1e-08,,,,1e-08,,,,1e-05,0.016,0.259,0.195,2e-05,0.0005,0.12,0.0001,0.141,,,,
Geléia mocotó natural,,,2.1,24.2,0.1,106,1e-05,,1e-05,1e-05,,1e-05,,,,1e-08,,1e-11,0.00019,1e-08,1e-08,,0.00022,,,,1e-08,,,,1e-08,0.001,0.002,0.004,1e-08,1e-08,0.043,0.0001,1e-08,,,,
Glicose de milho,,,0,79.4,0,292,,,,,,,,,,,,,,,,,,,,,,,,,1e-08,0.002,0.005,0.006,1e-08,1e-08,0.059,0.0001,0.005,,,,
Maria mole,,,3.8,73.6,0.2,301,,,,,,,,,0.7,,,,4e-05,1e-08,1e-08,,1e-08,,,,1e-08,,,,6e-05,0.007,0.024,0.013,0.0002,0.0001,0.015,0.0004,0.004,,,,
Maria mole coco queimado,,,3.9,75.1,0.1,307,,,,,,,,,0.6,,,,4e-05,1e-08,1e-08,,1e-08,,,,1e-08,,,,9e-05,0.006,0.036,0.019,3e-05,0.0001,0.014,0.0005,0.005,,,,
Marmelada,,,0.4,70.8,0.1,257,,,,,,,,,4.1,,,,1e-08,1e-08,1e-08,,1e-08,,,,1e-08,,,,6e-05,0.006,0.083,0.011,9e-05,0.0001,0.011,0.0007,0.02,,,,
Mel de abelha,,,0,84,0,309,,,,,,,,,,,,,0.00011,1e-08,1e-08,,1e-08,,,,0.0007,,,,0.00038,0.006,0.099,0.01,1e-08,0.0002,0.006,0.0003,0.004,,,,
Melado,,,0,76.6,0,297,,,,,,,,,,,,,1e-08,5e-05,1e-08,,0.0002,,,,1e-08,,,,0.00262,0.115,0.395,0.102,0.00084,0.0003,0.004,0.0054,0.074,,,,
Quindim,,,4.7,46.3,24.4,411,11.3,0.05,4.8,4.7,0.35,4.3,,,3.2,0.271,,7.6e-05,1e-08,4e-05,0.00114,,4e-05,,,,1e-08,,,,0.00025,0.015,0.111,0.037,0.0001,0.0011,0.027,0.0014,0.168,,,,
Rapadura,,,1,90.8,0.1,352,,,,,,,,,,,,,1e-08,1e-08,1e-08,,4e-05,,,,1e-08,,,,0.00166,0.047,0.459,0.03,0.00017,0.0006,0.022,0.0044,0.021,,,,
Café pó torrado,,,14.7,65.8,11.9,419,5.3,,1.1,4.9,0.11,4.82,,,51.2,,,,1e-08,1e-08,0.01189,,1e-08,,,,1e-08,,,,0.00258,0.165,1.609,0.107,0.0013,0.0005,0.001,0.0081,0.169,,,,
Capuccino pó,,,11.3,73.6,8.6,417,4,0.59,1.6,0.1,0.04,0.11,,,2.4,0.029,,5.2e-05,1e-08,0.00141,1e-08,,1e-08,,,,1e-08,,,,0.00017,0.071,0.886,0.467,1e-08,0.0011,0.382,0.0023,0.358,,,,
Fermento em pó químico,,,0.5,43.9,0.1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.052,,,,,,
Fermento biológico levedura tablete,,,17,7.7,1.5,90,,,,,,,,,4.2,,,,0.0003,0.00036,1e-08,,1e-08,,,,1e-08,,,,0.0002,0.038,0.576,0.018,0.00029,0.011,0.04,0.0026,0.419,,,,
Gelatina sabores variados pó,,,8.9,89.2,1e-05,380,,,,,,,,,,,,,1e-08,1e-08,1e-08,,1e-08,,,,0.04,,,,3e-05,0.002,0.007,0.027,1e-08,1e-08,0.235,0.0003,0.002,,,,
Sal dietético,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.468,,,,23.432,,,,,,
Sal grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.943,,,,,,
Shoyu,,,3.3,11.6,0.3,61,1e-05,,1e-05,1e-05,1e-05,0.01,,,,,,,0.00083,6e-05,0.0021,,0.00015,,,,1e-08,,,,7e-05,0.024,0.165,0.015,1e-08,0.0002,5.024,0.0005,0.047,,,,
Tempero a base de sal,,,2.7,2.1,0.3,21,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,32.56,,,,,,
Azeitona preta conserva,,,1.2,5.5,20.3,194,3.5,,11,3,0.19,2.77,,,4.6,,,,1e-08,1e-08,1e-08,,4e-05,,,,1e-08,,,,6e-05,0.005,0.079,0.059,0.00025,0.0003,1.567,0.0055,0.016,,,,
Azeitona verde conserva,,,0.9,4.1,14.2,137,2.3,,8.3,1,0.13,0.91,,,3.8,,,,1e-08,1e-08,1e-08,,1e-08,,,,1e-08,,,,3e-05,0.004,0.02,0.046,0.00014,0.0001,1.347,0.0002,0.005,,,,
Chantilly spray com gordura vegetal,,,0.5,16.9,27.3,315,25.9,,0.1,0.1,,0.08,,,,1e-08,,1e-11,7e-05,1e-08,1e-08,,1e-08,,,,,,,,1e-08,0.001,0.005,0.002,1e-05,0.0001,0.11,1e-08,0.016,,,,
Leite de coco,,,1,2.2,18.4,166,15.6,,0.9,0.2,,0.17,,,0.7,,,,1e-08,1e-08,1e-08,,1e-08,,,,1e-08,,,,0.00024,0.017,0.144,0.006,0.00016,0.0003,0.044,0.0005,0.026,,,,
Maionese tradicional com ovos,,,0.6,7.9,30.5,302,4.1,0.17,6.4,15.4,1.43,13.86,,,,0.042,,8e-06,1e-08,5e-05,1e-08,,1e-08,,,,1e-08,,,,1e-08,0.001,0.016,0.003,1e-08,0.0001,0.787,0.0001,0.014,,,,
Acarajé,,,8.3,19.1,19.9,289,9.1,,7.8,2.1,0.12,2.01,,,9.4,0.025,,1e-11,6e-05,1e-08,1e-08,,1e-08,,,,,,,,0.00059,0.051,0.354,0.124,0.00023,0.0012,0.305,0.0019,0.142,,,,
Arroz carreteiro,,,10.8,11.6,7.1,154,3.2,0.21,3,0.2,0.04,0.17,,,1.5,0.036,,1e-11,3e-05,1e-08,0.0016,,7e-05,,,,,,,,0.00018,0.009,0.087,0.013,8e-05,0.0027,1.622,0.001,0.048,,,,
Baião de dois arroz e feijão-de-corda,,,6.2,20.4,3.2,136,0.6,0.01,1,1.5,0.13002,1.36001,,,5.1,0.004,,1e-11,4e-05,1e-08,1e-08,,4e-05,,,,1e-08,,,,0.00027,0.019,0.157,0.033,8e-05,0.0006,0.093,0.0006,0.072,,,,
Barreado,,,18.3,0.2,9.5,165,3.3,0.06,4.3,1.4,0.08001,1.29,,,0.1,0.06,,1e-11,3e-05,4e-05,0.00209,,1e-08,,,,1e-08,,,,5e-05,0.021,0.295,0.015,0.00017,0.0048,0.048,0.0024,0.169,,,,
Bife à cavalo com contra filé,,,23.7,0,21.1,291,7.9,0.4,8.2,3.3,0.3,2.95,,,,0.257,,3.7e-05,5e-05,0.0001,0.00292,,1e-08,,,,,,,,2e-05,0.019,0.272,0.026,6e-05,0.0032,0.083,0.0021,0.216,,,,
Bolinho de arroz,,,8,41.7,8.3,274,1.8,0.06001,2.5,3.5,0.24002,3.26,,,2.7,0.07,,1e-11,8e-05,5e-05,1e-08,,1e-08,,,,1e-08,,,,0.00042,0.013,0.096,0.024,0.00013,0.0009,0.059,0.0021,0.087,,,,
Camarão à baiana,,,7.9,3.2,6,101,1.6,,0.9,1.5,0.19,1.34,,,0.4,0.117,,1e-11,1e-08,1e-08,0.00031,,1e-08,,,,0.0041,,,,0.00011,0.015,0.139,0.043,7e-05,0.0005,0.085,0.0014,0.244,,,,
Charuto de repolho,,,6.8,10.1,1.1,78,0.5,0.03,0.5,0.1,0.02,0.08,,,1.5,0.021,,1e-11,3e-05,1e-08,0.00032,,1e-08,,,,0.0048,,,,0.00022,0.013,0.184,0.023,0.00145,0.0018,0.012,0.0009,0.068,,,,
Cuscuz de milho cozido com sal,,,2.2,25.3,0.7,113,0.2,,0.2,0.3,1e-05,0.26,,,2.1,,,1e-11,1e-08,1e-08,1e-08,,6e-05,,,,1e-08,,,,2e-05,0.003,0.011,0.002,1e-08,0.0002,0.248,0.0002,0.023,,,,
Cuscuz paulista,,,2.6,22.5,4.6,142,1.8,0.04001,1.8,0.8,0.1,0.69001,,,2.4,0.015,,1e-11,1e-08,1e-08,0.00093,,1e-08,,,,1e-08,,,,6e-05,0.005,0.053,0.014,5e-05,0.0002,0.236,0.0003,0.026,,,,
Cuxá molho,,,5.6,5.7,3.6,80,0.6,0.02,1.3,1.5,0.1,1.44001,,,3,0.058,,1.6e-05,4e-05,1e-08,0.0011,,3e-05,,,,0.0103,,,,0.00023,0.034,0.124,0.105,0.00017,0.0006,1.344,0.0009,0.111,,,,
Dobradinha,,,19.8,0,4.4,125,2.5,0.2,1.2,0.1,0.03,0.1,,,,0.144,,1e-11,1e-08,1e-08,0.00427,,1e-08,,,,,,,,0.00011,0.008,0.058,0.011,6e-05,0.0027,0.029,0.001,0.057,,,,
Estrogonofe de carne,,,15,3,10.8,173,5.3,0.27,3.3,0.9,0.09,0.76,,,,0.066,,2.8e-05,6e-05,5e-05,0.00325,,1e-08,,,,1e-08,,,,3e-05,0.022,0.322,0.028,0.00014,0.002,0.123,0.0027,0.186,,,,
Estrogonofe de frango,,,17.6,2.6,8,157,3.7,0.2,2.2,1,0.07001,0.95,,,,0.08,,2.8e-05,7e-05,4e-05,0.00337,,3e-05,,,,1e-08,,,,3e-05,0.025,0.307,0.026,0.00012,0.0006,0.099,0.0015,0.195,,,,
Feijão tropeiro mineiro,,,10.2,19.6,6.8,152,2.2,,2.9,1.5,0.19,1.3,,,3.6,0.068,,9e-06,1e-08,1e-08,0.00144,,1e-08,,,,1e-08,,,,0.00038,0.036,0.349,0.041,0.00022,0.0014,0.365,0.0022,0.199,,,,
Feijoada,,,8.7,11.6,6.5,117,1.9,,2.6,1.6,0.18,1.37,,,5.1,0.022,,1e-11,8e-05,3e-05,0.00093,,1e-08,,,,1e-08,,,,0.00024,0.032,0.303,0.032,0.00015,0.0008,0.278,0.0013,0.105,,,,
Frango com açafrão,,,9.7,4.1,6.2,113,1.6,0.01,2.5,1.8,0.11001,1.6,,,0.2,0.05,,8e-06,3e-05,1e-08,0.00164,,1e-08,,,,0.0053,,,,9e-05,0.016,0.256,0.013,2e-05,0.0005,0.029,0.0008,0.167,,,,
Macarrão molho bolognesa,,,4.9,22.5,0.9,120,0.3,2e-05,0.3,0.3,0.01001,0.28,,,0.8,0.007,,1e-11,4e-05,1e-08,0.00144,,1e-08,,,,1e-08,,,,0.00022,0.01,0.084,0.011,9e-05,0.0008,0.009,0.0014,0.054,,,,
Maniçoba,,,10,3.4,8.7,134,2.9,0.04,3.7,1.7,0.16,1.45,,,2.2,0.043,,0.000111,4e-05,7e-05,0.00258,,5e-05,,,,1e-08,,,,0.0006,0.024,0.148,0.066,0.00016,0.002,0.407,0.0032,0.055,,,,
Quibebe,,,8.6,6.6,2.7,86,1,0.06001,1.1,0.2,0.06002,0.18001,,,1.7,,,5.2e-05,1e-08,3e-05,,,4e-05,,,,1e-08,,,,5e-05,0.01,0.153,0.008,0.00061,0.0016,0.247,0.0008,0.043,,,,
Salada de legumes com maionese,,,1.1,8.9,7,96,1.1,0.01,1.8,3.8,0.36,3.46,,,2.2,0.007,,0.000141,4e-05,1e-08,1e-08,,4e-05,,,,1e-08,,,,0.0001,0.009,0.141,0.012,4e-05,0.0002,0.228,0.0002,0.022,,,,
Salada de legumes cozida no vapor,,,2,7.1,0.3,35,0.1,,1e-05,0.2,0.08,0.07,,,2.5,,,0.000255,5e-05,3e-05,1e-08,,3e-05,,,,0.0294,,,,0.00024,0.019,0.244,0.033,0.00017,0.0003,0.003,0.0004,0.045,,,,
Salpicão de frango,,,13.9,4.6,7.8,148,1.3,0.02,2.1,4,0.36,3.64,,,0.4,0.053,,7e-06,5e-05,1e-08,0.00148,,1e-08,,,,0.0093,,,,3e-05,0.013,0.149,0.009,8e-05,0.0004,0.248,0.0003,0.103,,,,
Sarapatel,,,18.5,1.1,4.4,123,1.4,1e-05,1.1,0.7,0.03001,0.65,,,,0.315,,0.001464,1e-08,0.00011,0.00384,,1e-08,,,,1e-08,,,,0.0001,0.013,0.199,0.012,0.00148,0.0018,0.216,0.0072,0.164,,,,
Tabule,,,2,10.6,1.2,57,0.2,,0.8,0.2,0.03,0.2,,,2.1,,,,3e-05,1e-08,0.0006,,1e-08,,,,0.0162,,,,0.00037,0.018,0.188,0.019,0.00012,0.0006,0.001,0.0006,0.035,,,,
Tacacá,,,7,3.4,0.4,47,0.2,,0.1,1e-05,,0.03,,,0.2,0.071,,1.8e-05,5e-05,1e-08,,,1e-08,,,,1e-08,,,,0.00012,0.03,0.24,0.045,0.00022,0.0008,1.349,0.0009,0.089,,,,
Tapioca com manteiga,,,0.1,63.6,10.9,348,6,0.33,3,0.2,0.02,0.17,,,1e-05,0.031,,7.5e-05,1e-08,1e-08,1e-08,,1e-08,,,,1e-08,,,,6e-05,0.003,0.019,0.03,1e-05,0,0.158,0.0002,0.008,,,,
Tucupi com pimenta-de-cheiro,,,2.1,4.7,0.3,27,0.1,,0.1,1e-05,1e-05,0.04,,,0.2,,,2.5e-05,1e-08,1e-08,1e-08,,5e-05,,,,0.0464,,,,0.00052,0.042,0.391,0.028,0.00012,0.0009,0.005,0.0011,0.031,,,,
Vaca atolada,,,5.1,10.1,9.3,145,4.1,0.21,3.2,1.2,0.12,1.11,,,2.3,0.019,,1e-11,1e-08,1e-08,0.00077,,1e-08,,,,1e-08,,,,4e-05,0.016,0.22,0.063,0.00012,0.0012,0.026,0.0007,0.072,,,,
Vatapá,,,6,9.7,23.2,255,7.5,0.15,9.7,4.7,0.3,4.27,,,1.7,0.044,,1e-11,1e-08,1e-08,0.0018,,1e-08,,,,1e-08,,,,0.00048,0.039,0.209,0.047,0.00028,0.0009,0.88,0.0014,0.108,,,,
Virado à paulista,,,10.2,14.1,25.6,307,8.3,0.17,10.6,5.1,0.32,4.64,,,2.2,0.066,,1e-05,0.00014,5e-05,0.0026,,1e-08,,,,1e-08,,,,0.00015,0.022,0.237,0.041,7e-05,0.001,0.346,0.0011,0.135,,,,
Yakisoba,,,7.5,18.3,2.6,113,0.6,0.01,0.9,1,0.05001,0.94,,,1.1,,,3.1e-05,0.00016,1e-08,0.00209,,1e-08,,,,1e-08,,,,0.00015,0.013,0.159,0.014,6e-05,0.0007,0.794,0.0006,0.083,,,,
Amendoim grão cru,,,27.2,20.3,43.9,544,8.7,,17.2,16.2,0.04,16.17,,,8,,,,0.0001,3e-05,0.01018,,0.00076,,,,1e-08,,,,0.00196,0.171,0.58,1e-08,0.00078,0.0032,1e-08,0.0025,0.407,,,,
Amendoim torrado salgado,,,22.5,18.7,54,606,9.7,,29.1,14.2,0.06,14.18,,,7.8,,,,8e-05,1e-08,0.00747,,0.00021,,,,1e-08,,,,0.0017,0.159,0.496,0.039,0.00068,0.0021,0.376,0.0013,0.261,,,,
Ervilha em vagem,,,7.5,14.2,0.5,88,1e-05,,0.1,0.3,0.04,0.27,,,9.7,,,,0.00027,7e-05,0.00116,,6e-05,,,,0.0124,,,,0.0004,0.042,0.311,0.024,0.0002,0.0012,1e-08,0.0014,0.152,,,,
Ervilha enlatada drenada,,,4.6,13.4,0.4,74,0.1,,0.1,0.2,0.02,0.15,,,5.1,,,5e-06,7e-05,3e-05,1e-08,,1e-08,,,,,,,,0.00046,0.023,0.147,0.022,0.00014,0.0009,0.372,0.0014,0.079,,,,
Feijão carioca cozido,,,4.8,13.6,0.5,76,0.1,,0.1,0.3,0.14,0.16,,,8.5,,,,4e-05,1e-08,1e-08,,1e-08,,,,1e-08,,,,0.00028,0.042,0.255,0.027,0.00019,0.0007,0.002,0.0013,0.087,,,,
